"gene_symbol"	"organsystem"	"kegg_diseasename"
"MSN"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"MSR1"	"Cancers"	"Prostate cancer"
"MSR1"	"Digestive system diseases"	"Barrett esophagus"
"MSRA"	"Mental and behavioural disorders"	"Schizophrenia"
"MSRB1"	"Mental and behavioural disorders"	"Schizophrenia"
"MSS51"	"Mental and behavioural disorders"	"Schizophrenia"
"MST1"	"Cancers"	"Breast cancer"
"MST1"	"Digestive system diseases"	"Primary sclerosing cholangitis"
"MST1"	"Immune system diseases"	"Crohn disease"
"MST1"	"Immune system diseases"	"Ulcerative colitis"
"MST1R"	"Cancers"	"Osteosarcoma"
"MSX1"	"Cancers"	"Gastric cancer"
"MSX1"	"Congenital malformations"	"Tooth and nail syndrome"
"MSX1"	"Other congenital disorders"	"4p deletion syndrome"
"MSX2"	"Congenital malformations"	"Craniosynostoses"
"MT1A"	"Cancers"	"Bladder cancer"
"MT1A"	"Cancers"	"Hepatocellular carcinoma"
"MT1A"	"Cancers"	"Oral cancer"
"MT1A"	"Cancers"	"Squamous cell carcinoma"
"MT1E"	"Cancers"	"Hepatocellular carcinoma"
"MT1F"	"Cancers"	"Hepatocellular carcinoma"
"MT1G"	"Cancers"	"Esophageal cancer"
"MT2A"	"Cancers"	"Bladder cancer"
"MT2A"	"Cancers"	"Gastric cancer"
"MT2A"	"Cancers"	"Hepatocellular carcinoma"
"MT2A"	"Cancers"	"Prostate cancer"
"MT3"	"Cancers"	"Bladder cancer"
"MT3"	"Cancers"	"Breast cancer"
"MT3"	"Cancers"	"Non-small cell lung cancer"
"MTA1"	"Nervous system diseases"	"Parkinson disease"
"MTA1"	"Reproductive system diseases"	"Endometriosis"
"MTA2"	"Reproductive system diseases"	"Endometriosis"
"MTAP"	"Cancers"	"Melanoma"
"MTAP"	"Cancers"	"Prostate cancer"
"MTBP"	"Cancers"	"Hepatocellular carcinoma"
"MTDH"	"Cancers"	"Breast cancer"
"MTDH"	"Cancers"	"Colorectal cancer"
"MTF1"	"Mental and behavioural disorders"	"Autism"
"MTHFD1"	"Mental and behavioural disorders"	"Bipolar disorder"
"MTHFD1"	"Mental and behavioural disorders"	"Schizophrenia"
"MTHFD1L"	"Cancers"	"Colorectal cancer"
"MTHFD2"	"Cancers"	"Hodgkin lymphoma"
"MTHFR"	"Cancers"	"Bladder cancer"
"MTHFR"	"Cancers"	"Breast cancer"
"MTHFR"	"Cancers"	"Cervical cancer"
"MTHFR"	"Cancers"	"Chronic lymphocytic leukemia"
"MTHFR"	"Cancers"	"Colorectal cancer"
"MTHFR"	"Cancers"	"Endometrial cancer"
"MTHFR"	"Cancers"	"Gastric cancer"
"MTHFR"	"Cancers"	"Prostate cancer"
"MTHFR"	"Cardiovascular diseases"	"Deep vein thrombosis"
"MTHFR"	"Congenital malformations"	"Anencephaly"
"MTHFR"	"Congenital malformations"	"Congenital clubfoot"
"MTHFR"	"Congenital malformations"	"Spina bifida"
"MTHFR"	"Immune system diseases"	"Crohn disease"
"MTHFR"	"Immune system diseases"	"Graft-versus-host disease"
"MTHFR"	"Immune system diseases"	"Rheumatoid arthritis"
"MTHFR"	"Mental and behavioural disorders"	"Autism"
"MTHFR"	"Mental and behavioural disorders"	"Bipolar disorder"
"MTHFR"	"Mental and behavioural disorders"	"Major depressive disorder"
"MTHFR"	"Mental and behavioural disorders"	"Schizophrenia"
"MTHFR"	"Nervous system diseases"	"Alzheimer disease"
"MTHFR"	"Nervous system diseases"	"Leukoencephalopathy with vanishing white matter"
"MTHFR"	"Nervous system diseases"	"Parkinson disease"
"MTHFR"	"Other congenital disorders"	"Down syndrome"
"MTM1"	"Musculoskeletal diseases"	"Centronuclear myopathy"
"MTM1"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"MTM1"	"Musculoskeletal diseases"	"Tubular aggregate myopathy"
"MTMR14"	"Musculoskeletal diseases"	"Centronuclear myopathy"
"MTMR14"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"MTMR14"	"Musculoskeletal diseases"	"Tubular aggregate myopathy"
"MTMR3"	"Cancers"	"Breast cancer"
"MTMR8"	"Cancers"	"Breast cancer"
"MTNR1A"	"Mental and behavioural disorders"	"Schizophrenia"
"MTNR1B"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"MTOR"	"Cancers"	"Bladder cancer"
"MTOR"	"Cancers"	"Breast cancer"
"MTOR"	"Cancers"	"Cervical cancer"
"MTOR"	"Cancers"	"Hepatocellular carcinoma"
"MTOR"	"Cancers"	"Non-small cell lung cancer"
"MTOR"	"Cancers"	"Ovarian cancer"
"MTOR"	"Cancers"	"Renal cell carcinoma"
"MTOR"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"MTOR"	"Cancers"	"Thyroid cancer"
"MTOR"	"Cardiovascular diseases"	"High blood pressure"
"MTOR"	"Congenital malformations"	"Focal cortical dysplasia of Taylor"
"MTOR"	"Congenital malformations"	"Hemimegalencephaly"
"MTOR"	"Mental and behavioural disorders"	"Major depressive disorder"
"MTOR"	"Mental and behavioural disorders"	"Schizophrenia"
"MTPAP"	"Cancers"	"Melanoma"
"MTR"	"Cancers"	"Breast cancer"
"MTR"	"Mental and behavioural disorders"	"Bipolar disorder"
"MTR"	"Mental and behavioural disorders"	"Schizophrenia"
"MTR"	"Nervous system diseases"	"Leukoencephalopathy with vanishing white matter"
"MTRR"	"Cancers"	"Colorectal cancer"
"MTRR"	"Congenital disorders of metabolism"	"Homocystinuria"
"MTSS1"	"Cancers"	"Gastric cancer"
"MTSS1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"MTTP"	"Congenital disorders of metabolism"	"Abetalipoproteinemia"
"MTUS1"	"Cancers"	"Hepatocellular carcinoma"
"MUC1"	"Cancers"	"Gastric cancer"
"MUC1"	"Cancers"	"Multiple myeloma"
"MUC16"	"Cancers"	"Ovarian cancer"
"MUC2"	"Immune system diseases"	"Crohn disease"
"MUC4"	"Cancers"	"Prostate cancer"
"MUC4"	"Cancers"	"Renal cell carcinoma"
"MUC5B"	"Respiratory diseases"	"Diffuse panbronchiolitis"
"MUC5B"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"MUC6"	"Cancers"	"Gastric cancer"
"MUC7"	"Immune system diseases"	"Asthma"
"MUCL3"	"Respiratory diseases"	"Diffuse panbronchiolitis"
"MUSK"	"Congenital malformations"	"Fetal akinesia deformation sequence"
"MUSK"	"Immune system diseases"	"Myasthenia gravis"
"MUTYH"	"Cancers"	"Colorectal cancer"
"MUTYH"	"Cancers"	"Gastric cancer"
"MUTYH"	"Digestive system diseases"	"Familial adenomatous polyposis"
"MUTYH"	"Skin diseases"	"Pilomatricoma"
"MVK"	"Cancers"	"Hepatocellular carcinoma"
"MVK"	"Congenital malformations"	"Porokeratosis"
"MVK"	"Immune system diseases"	"Mevalonate kinase deficiency"
"MX1"	"Cancers"	"Gastric cancer"
"MX1"	"Cardiovascular diseases"	"Fanconi anemia"
"MX2"	"Cancers"	"Melanoma"
"MXI1"	"Cancers"	"Prostate cancer"
"MXRA5"	"Cancers"	"Non-small cell lung cancer"
"MYB"	"Cancers"	"Glioma"
"MYB"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"MYB"	"Immune system diseases"	"Asthma"
"MYBBP1A"	"Cancers"	"Prostate cancer"
"MYBL1"	"Cancers"	"Glioma"
"MYBL1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"MYBL2"	"Cancers"	"Hepatocellular carcinoma"
"MYBPC1"	"Congenital malformations"	"Distal arthrogryposis"
"MYBPC3"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYBPC3"	"Cardiovascular diseases"	"Left ventricular noncompaction"
"MYC"	"Cancers"	"Angiosarcoma"
"MYC"	"Cancers"	"Bladder cancer"
"MYC"	"Cancers"	"Burkitt lymphoma"
"MYC"	"Cancers"	"Cervical cancer"
"MYC"	"Cancers"	"Chronic lymphocytic leukemia"
"MYC"	"Cancers"	"Colorectal cancer"
"MYC"	"Cancers"	"Endometrial cancer"
"MYC"	"Cancers"	"Gastric cancer"
"MYC"	"Cancers"	"Hepatocellular carcinoma"
"MYC"	"Cancers"	"Medulloblastoma"
"MYC"	"Cancers"	"Merkel cell carcinoma"
"MYC"	"Cancers"	"Multiple myeloma"
"MYC"	"Cancers"	"Neuroblastoma"
"MYC"	"Cancers"	"Non-small cell lung cancer"
"MYC"	"Cancers"	"Osteosarcoma"
"MYC"	"Cancers"	"Ovarian cancer"
"MYC"	"Cancers"	"Pancreatic cancer"
"MYC"	"Cancers"	"Prostate cancer"
"MYC"	"Cancers"	"Squamous cell carcinoma"
"MYC"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"MYC"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYC"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"MYCL"	"Cancers"	"Medulloblastoma"
"MYCL"	"Cancers"	"Prostate cancer"
"MYCL"	"Cancers"	"Small cell lung cancer"
"MYCN"	"Cancers"	"Medulloblastoma"
"MYCN"	"Cancers"	"Nephroblastoma"
"MYCN"	"Cancers"	"Neuroblastoma"
"MYCN"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"MYCN"	"Congenital malformations"	"Feingold syndrome"
"MYCN"	"Congenital malformations"	"Perlman syndrome"
"MYCN"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"MYD88"	"Cardiovascular diseases"	"High blood pressure"
"MYH1"	"Cancers"	"Breast cancer"
"MYH10"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"MYH11"	"Congenital malformations"	"Megacystis microcolon intestinal hypoperistalsis syndrome"
"MYH14"	"Cancers"	"Prostate cancer"
"MYH3"	"Congenital malformations"	"Multiple pterygium syndrome"
"MYH3"	"Congenital malformations"	"Spondylocarpotarsal synostosis syndrome"
"MYH6"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYH6"	"Cardiovascular diseases"	"Atrial septal defect"
"MYH6"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYH6"	"Cardiovascular diseases"	"Sick sinus syndrome"
"MYH7"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYH7"	"Cardiovascular diseases"	"Ebstein anomaly"
"MYH7"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYH7"	"Cardiovascular diseases"	"Left ventricular noncompaction"
"MYH7"	"Cardiovascular diseases"	"Myocardial infarction"
"MYH7"	"Musculoskeletal diseases"	"Centronuclear myopathy"
"MYH7"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"MYH7"	"Musculoskeletal diseases"	"Distal myopathy"
"MYH7"	"Musculoskeletal diseases"	"Laing distal myopathy"
"MYH7"	"Musculoskeletal diseases"	"Scapuloperoneal myopathy"
"MYH7"	"Musculoskeletal diseases"	"Tibial muscular dystrophy"
"MYH7"	"Musculoskeletal diseases"	"Tubular aggregate myopathy"
"MYH7"	"Musculoskeletal diseases"	"Welander distal myopathy"
"MYH7B"	"Cardiovascular diseases"	"Left ventricular noncompaction"
"MYH8"	"Digestive system diseases"	"Trismus-pseudocamptodactyly syndrome"
"MYH9"	"Cancers"	"Breast cancer"
"MYH9"	"Cardiovascular diseases"	"Epstein syndrome"
"MYH9"	"Cardiovascular diseases"	"Fechtner syndrome"
"MYH9"	"Cardiovascular diseases"	"May-Hegglin anomaly"
"MYH9"	"Cardiovascular diseases"	"MYH9-related disease"
"MYH9"	"Cardiovascular diseases"	"Sebastian syndrome"
"MYH9"	"Congenital malformations"	"Alport syndrome"
"MYH9"	"Eye disease"	"Cataract"
"MYH9"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"MYL1"	"Musculoskeletal diseases"	"Congenital myopathy"
"MYL2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYL2"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"MYL3"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYL4"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYL7"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYLIP"	"Reproductive system diseases"	"Endometriosis"
"MYLK"	"Cancers"	"Glioma"
"MYLK"	"Cardiovascular diseases"	"Familial thoracic aortic aneurysm and dissection"
"MYLK"	"Congenital malformations"	"Megacystis microcolon intestinal hypoperistalsis syndrome"
"MYLK2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYLK3"	"Cancers"	"Colorectal cancer"
"MYMY1"	"Cardiovascular diseases"	"Moyamoya disease"
"MYO16"	"Mental and behavioural disorders"	"Schizophrenia"
"MYO18B"	"Cancers"	"Small cell lung cancer"
"MYO18B"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYO1B"	"Cancers"	"Colorectal cancer"
"MYO1B"	"Cancers"	"Melanoma"
"MYO1C"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYO1D"	"Mental and behavioural disorders"	"Autism"
"MYO1E"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"MYO1H"	"Nervous system diseases"	"Congenital central hypoventilation syndrome"
"MYO5A"	"Immune system diseases"	"Griscelli syndrome"
"MYO5B"	"Mental and behavioural disorders"	"Schizophrenia"
"MYO7A"	"Cancers"	"Melanoma"
"MYO9B"	"Digestive system diseases"	"Celiac disease"
"MYO9B"	"Mental and behavioural disorders"	"Schizophrenia"
"MYOCD"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYOD1"	"Cancers"	"Breast cancer"
"MYOD1"	"Cancers"	"Rhabdomyosarcoma"
"MYOD1"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"MYOD1"	"Congenital malformations"	"Fetal akinesia deformation sequence"
"MYOM1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYORG"	"Nervous system diseases"	"Familial idiopathic basal ganglia calcification"
"MYOT"	"Cancers"	"Colorectal cancer"
"MYOT"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYOT"	"Musculoskeletal diseases"	"Spheroid body myopathy"
"MYOZ1"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYOZ2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYPN"	"Cardiovascular diseases"	"Atrial fibrillation"
"MYPN"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"MYPN"	"Musculoskeletal diseases"	"Cap myopathy"
"MYRF"	"Congenital malformations"	"Microphthalmia"
"MYRF"	"Congenital malformations"	"Nanophthalmos"
"MYT1L"	"Cardiovascular diseases"	"Atrial septal defect"
"MYT1L"	"Mental and behavioural disorders"	"Major depressive disorder"
"MYT1L"	"Mental and behavioural disorders"	"Schizophrenia"
"MYZAP"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"N4BP2"	"Cancers"	"Breast cancer"
"NAA25"	"Cancers"	"Breast cancer"
"NAALADL1"	"Eye disease"	"Retinitis pigmentosa"
"NACA"	"Cardiovascular diseases"	"Atrial fibrillation"
"NAF1"	"Other congenital disorders"	"Dyskeratosis congenita"
"NAGK"	"Cancers"	"Prostate cancer"
"NAGLU"	"Cancers"	"Prostate cancer"
"NAGLU"	"Congenital disorders of metabolism"	"Mucopolysaccharidosis type III"
"NAMPT"	"Cancers"	"Colorectal cancer"
"NAMPT"	"Cancers"	"Oral cancer"
"NAPG"	"Mental and behavioural disorders"	"Bipolar disorder"
"NARS2"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NAT1"	"Cancers"	"Bladder cancer"
"NAT1"	"Cancers"	"Prostate cancer"
"NAT2"	"Cancers"	"Bladder cancer"
"NAT2"	"Cancers"	"Breast cancer"
"NAT2"	"Cancers"	"Hepatocellular carcinoma"
"NAT2"	"Cancers"	"Prostate cancer"
"NAT2"	"Cardiovascular diseases"	"Coronary artery disease"
"NAV1"	"Mental and behavioural disorders"	"Schizophrenia"
"NAV2"	"Cardiovascular diseases"	"Atrial fibrillation"
"NAV3"	"Cancers"	"Renal cell carcinoma"
"NAXD"	"Cancers"	"Gastric cancer"
"NBAS"	"Cancers"	"Gastric cancer"
"NBEA"	"Mental and behavioural disorders"	"Autism"
"NBEAL2"	"Cardiovascular diseases"	"Gray platelet syndrome"
"NBN"	"Cancers"	"Breast cancer"
"NBN"	"Cancers"	"Glioma"
"NBN"	"Cancers"	"Medulloblastoma"
"NBN"	"Cancers"	"Prostate cancer"
"NBN"	"Cancers"	"Rhabdomyosarcoma"
"NBN"	"Cardiovascular diseases"	"Aplastic anemia"
"NBN"	"Congenital malformations"	"Nicolaides-Baraitser syndrome"
"NCAM1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NCAM1"	"Mental and behavioural disorders"	"Major depressive disorder"
"NCAM1"	"Mental and behavioural disorders"	"Schizophrenia"
"NCAN"	"Cancers"	"Bladder cancer"
"NCAN"	"Mental and behavioural disorders"	"Bipolar disorder"
"NCAN"	"Mental and behavioural disorders"	"Schizophrenia"
"NCAPG"	"Cancers"	"Colorectal cancer"
"NCAPG"	"Cancers"	"Hepatocellular carcinoma"
"NCAPG2"	"Nervous system diseases"	"Parkinson disease"
"NCAPH"	"Cancers"	"Hepatocellular carcinoma"
"NCDN"	"Cancers"	"Colorectal cancer"
"NCF1"	"Cardiovascular diseases"	"High blood pressure"
"NCF1"	"Immune system diseases"	"Rheumatoid arthritis"
"NCF1"	"Immune system diseases"	"Sjogren syndrome"
"NCF1"	"Immune system diseases"	"Sjogren syndrome"
"NCF2"	"Immune system diseases"	"Rheumatoid arthritis"
"NCF4"	"Immune system diseases"	"Crohn disease"
"NCK1"	"Urinary system diseases"	"Nephrotic syndrome"
"NCK2"	"Urinary system diseases"	"Nephrotic syndrome"
"NCOA1"	"Cancers"	"Breast cancer"
"NCOA1"	"Cancers"	"Prostate cancer"
"NCOA1"	"Reproductive system diseases"	"Endometriosis"
"NCOA2"	"Cancers"	"Breast cancer"
"NCOA2"	"Cancers"	"Prostate cancer"
"NCOA3"	"Cancers"	"Breast cancer"
"NCOA3"	"Cancers"	"Non-small cell lung cancer"
"NCOA3"	"Cancers"	"Prostate cancer"
"NCOA3"	"Cancers"	"Squamous cell carcinoma"
"NCOA3"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"NCOA4"	"Cancers"	"Thyroid cancer"
"NCOA6"	"Cancers"	"Breast cancer"
"NCOA6"	"Reproductive system diseases"	"Endometriosis"
"NCOA7"	"Cancers"	"Prostate cancer"
"NCOR1"	"Cancers"	"Bladder cancer"
"NCOR1"	"Cancers"	"Breast cancer"
"NCOR1"	"Cancers"	"Prostate cancer"
"NCOR1"	"Reproductive system diseases"	"Endometriosis"
"NCR1"	"Cancers"	"Colorectal cancer"
"NCS1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NCS1"	"Mental and behavioural disorders"	"Schizophrenia"
"NCSTN"	"Nervous system diseases"	"Alzheimer disease"
"NCSTN"	"Skin diseases"	"Acne inversa"
"ND1"	"Congenital disorders of metabolism"	"MELAS Syndrome"
"ND1"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"ND1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ND2"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"ND3"	"Congenital disorders of metabolism"	"Leigh syndrome"
"ND3"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"ND4"	"Congenital disorders of metabolism"	"MELAS Syndrome"
"ND4"	"Mental and behavioural disorders"	"Schizophrenia"
"ND4"	"Nervous system diseases"	"Leber hereditary optic atrophy"
"ND4L"	"Cancers"	"Colorectal cancer"
"ND5"	"Congenital disorders of metabolism"	"Leigh syndrome"
"ND5"	"Congenital disorders of metabolism"	"MELAS Syndrome"
"ND6"	"Congenital disorders of metabolism"	"Leigh syndrome"
"ND6"	"Congenital disorders of metabolism"	"MELAS Syndrome"
"ND6"	"Nervous system diseases"	"Leber hereditary optic atrophy"
"NDC80"	"Cancers"	"Hepatocellular carcinoma"
"NDE1"	"Congenital malformations"	"Lissencephaly"
"NDE1"	"Congenital malformations"	"Microhydranencephaly"
"NDE1"	"Congenital malformations"	"Primary microcephaly"
"NDE1"	"Mental and behavioural disorders"	"Schizophrenia"
"NDEL1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"NDEL1"	"Mental and behavioural disorders"	"Schizophrenia"
"NDN"	"Other congenital disorders"	"Prader-Willi syndrome"
"NDNF"	"Reproductive system diseases"	"Endometriosis"
"NDP"	"Congenital malformations"	"Norrie disease"
"NDP"	"Eye disease"	"Macular edema"
"NDP"	"Mental and behavioural disorders"	"Schizophrenia"
"NDRG1"	"Cancers"	"Breast cancer"
"NDRG1"	"Cancers"	"Melanoma"
"NDRG1"	"Cancers"	"Non-small cell lung cancer"
"NDRG1"	"Cancers"	"Oral cancer"
"NDRG1"	"Cancers"	"Oropharyngeal cancer"
"NDRG1"	"Cancers"	"Prostate cancer"
"NDRG1"	"Cancers"	"Renal cell carcinoma"
"NDRG1"	"Cancers"	"Small cell lung cancer"
"NDRG1"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"NDRG2"	"Eye disease"	"Cataract"
"NDST2"	"Cancers"	"Prostate cancer"
"NDST3"	"Cancers"	"Colorectal cancer"
"NDST3"	"Mental and behavioural disorders"	"Bipolar disorder"
"NDST3"	"Mental and behavioural disorders"	"Schizophrenia"
"NDST4"	"Cancers"	"Prostate cancer"
"NDUFA1"	"Cancers"	"Colorectal cancer"
"NDUFA1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFA1"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFA1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFA10"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFA10"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFA11"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFA11"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFA12"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFA13"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFA2"	"Cancers"	"Breast cancer"
"NDUFA2"	"Cancers"	"Gastric cancer"
"NDUFA2"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFA2"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFA3"	"Cancers"	"Breast cancer"
"NDUFA4L2"	"Immune system diseases"	"Rheumatoid arthritis"
"NDUFA6"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFA8"	"Cancers"	"Breast cancer"
"NDUFA8"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFA9"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFAF1"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFAF1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFAF2"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFAF2"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFAF3"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFAF3"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFAF4"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFAF4"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFAF5"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFAF5"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFAF6"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFB10"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFB11"	"Cardiovascular diseases"	"Sideroblastic anemia"
"NDUFB11"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFB3"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFB7"	"Congenital disorders of metabolism"	"Wilson disease"
"NDUFB8"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFB9"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS1"	"Cancers"	"Gastric cancer"
"NDUFS1"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"NDUFS1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFS1"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS1"	"Mental and behavioural disorders"	"Schizophrenia"
"NDUFS2"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFS2"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS2"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS3"	"Cancers"	"Breast cancer"
"NDUFS3"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFS3"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS3"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS3"	"Eye disease"	"Optic atrophy"
"NDUFS4"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFS4"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS4"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS5"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS6"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS6"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS7"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFS7"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS7"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFS8"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFS8"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFS8"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFV1"	"Cancers"	"Gastric cancer"
"NDUFV1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFV1"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFV1"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFV1"	"Mental and behavioural disorders"	"Bipolar disorder"
"NDUFV1"	"Mental and behavioural disorders"	"Major depressive disorder"
"NDUFV1"	"Mental and behavioural disorders"	"Schizophrenia"
"NDUFV2"	"Congenital disorders of metabolism"	"Leigh syndrome"
"NDUFV2"	"Congenital disorders of metabolism"	"Mitochondrial complex I deficiency"
"NDUFV2"	"Mental and behavioural disorders"	"Bipolar disorder"
"NDUFV2"	"Mental and behavioural disorders"	"Major depressive disorder"
"NDUFV2"	"Mental and behavioural disorders"	"Schizophrenia"
"NDUFV3"	"Congenital disorders of metabolism"	"Mitochondrial disease"
"NDUFV3"	"Mental and behavioural disorders"	"Bipolar disorder"
"NEAT1"	"Cancers"	"Prostate cancer"
"NEAT1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"NEB"	"Musculoskeletal diseases"	"Congenital myopathy"
"NEBL"	"Cardiovascular diseases"	"Atrial fibrillation"
"NECTIN2"	"Cancers"	"Bladder cancer"
"NECTIN2"	"Cancers"	"Breast cancer"
"NECTIN2"	"Cancers"	"Ovarian cancer"
"NECTIN2"	"Cancers"	"Peripheral T cell lymphoma"
"NECTIN2"	"Cancers"	"Prostate cancer"
"NECTIN2"	"Immune system diseases"	"Systemic sclerosis"
"NECTIN2"	"Nervous system diseases"	"Alzheimer disease"
"NECTIN2"	"Nervous system diseases"	"Multiple sclerosis"
"NECTIN2"	"Nervous system diseases"	"Parkinson disease"
