"gene_symbol"	"organsystem"	"kegg_diseasename"
"H19-ICR"	"Cancers"	"Nephroblastoma"
"H19-ICR"	"Congenital malformations"	"Beckwith-Wiedemann syndrome"
"H19-ICR"	"Congenital malformations"	"Dandy-Walker syndrome"
"H19-ICR"	"Congenital malformations"	"Perlman syndrome"
"H19-ICR"	"Congenital malformations"	"Syndactyly"
"H19-ICR"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"H19-ICR"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"H19-ICR"	"Reproductive system diseases"	"Cryptorchidism"
"H19-ICR"	"Reproductive system diseases"	"Hypospadias"
"H19-ICR"	"Urinary system diseases"	"Vesicoureteral reflux"
"H2AC21"	"Cancers"	"Breast cancer"
"H2AC8"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"H2AX"	"Cancers"	"Breast cancer"
"H2AX"	"Mental and behavioural disorders"	"Schizophrenia"
"H2BC12"	"Cancers"	"Breast cancer"
"H2BC14"	"Cancers"	"Colorectal cancer"
"H2BC4"	"Cancers"	"Breast cancer"
"H2BC8"	"Cancers"	"Prostate cancer"
"H2BC8"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"H3-3A"	"Cancers"	"Glioma"
"H3-3A"	"Musculoskeletal diseases"	"Giant cell tumor of bone"
"H3C2"	"Cancers"	"Glioma"
"H4C1"	"Cancers"	"Breast cancer"
"H4C8"	"Cancers"	"Prostate cancer"
"H6PD"	"Cancers"	"Breast cancer"
"H6PD"	"Endocrine and metabolic diseases"	"Cortisone reductase deficiency"
"H6PD"	"Endocrine and metabolic diseases"	"Precocious puberty"
"HAAO"	"Cardiovascular diseases"	"Atrial septal defect"
"HAAO"	"Congenital malformations"	"Hypoplastic left heart syndrome"
"HAAO"	"Congenital malformations"	"Spina bifida"
"HAAO"	"Urinary system diseases"	"Vesicoureteral reflux"
"HABP2"	"Cardiovascular diseases"	"Deep vein thrombosis"
"HACD1"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HACD1"	"Congenital malformations"	"Congenital clubfoot"
"HACD1"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"HACD1"	"Musculoskeletal diseases"	"Congenital myopathy"
"HACD1"	"Reproductive system diseases"	"Cryptorchidism"
"HACD1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HACE1"	"Cancers"	"Neuroblastoma"
"HACE1"	"Congenital malformations"	"Congenital clubfoot"
"HACE1"	"Eye disease"	"Myopia"
"HADH"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HADH"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HADH"	"Cardiovascular diseases"	"Long QT syndrome"
"HADH"	"Congenital disorders of metabolism"	"3-Hydroxyacyl-CoA dehydrogenase deficiency"
"HADH"	"Digestive system diseases"	"Fulminant hepatic failure"
"HADH"	"Eye disease"	"Retinitis pigmentosa"
"HADHA"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HADHA"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HADHA"	"Congenital disorders of metabolism"	"LCHAD deficiency"
"HADHA"	"Congenital disorders of metabolism"	"Mitochondrial trifunctional protein deficiency"
"HADHA"	"Congenital malformations"	"Congenital clubfoot"
"HADHA"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"HADHA"	"Eye disease"	"Myopia"
"HADHA"	"Eye disease"	"Retinitis pigmentosa"
"HADHB"	"Cancers"	"Breast cancer"
"HADHB"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HADHB"	"Congenital disorders of metabolism"	"LCHAD deficiency"
"HADHB"	"Congenital disorders of metabolism"	"Mitochondrial trifunctional protein deficiency"
"HADHB"	"Congenital malformations"	"Congenital clubfoot"
"HADHB"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"HADHB"	"Eye disease"	"Retinitis pigmentosa"
"HAGH"	"Mental and behavioural disorders"	"Schizophrenia"
"HAL"	"Congenital disorders of metabolism"	"Histidinemia"
"HAMP"	"Cancers"	"Hepatocellular carcinoma"
"HAMP"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HAMP"	"Congenital disorders of metabolism"	"Hemochromatosis"
"HAMP"	"Congenital disorders of metabolism"	"Wilson disease"
"HAMP"	"Congenital malformations"	"Biliary atresia"
"HAMP"	"Musculoskeletal diseases"	"Osteoporosis"
"HAND2"	"Cancers"	"Neuroblastoma"
"HAND2"	"Cardiovascular diseases"	"Atrial fibrillation"
"HAND2"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HAND2"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"HAND2"	"Skin diseases"	"Palmoplantar keratoderma"
"HAO1"	"Cancers"	"Prostate cancer"
"HAO2"	"Cancers"	"Hepatocellular carcinoma"
"HAPLN1"	"Cancers"	"Colorectal cancer"
"HAPLN1"	"Immune system diseases"	"Rheumatoid arthritis"
"HAPLN4"	"Cancers"	"Breast cancer"
"HARS1"	"Cancers"	"Renal cell carcinoma"
"HARS1"	"Eye disease"	"Cataract"
"HARS1"	"Mental and behavioural disorders"	"Schizophrenia"
"HARS2"	"Congenital malformations"	"Perrault syndrome"
"HAT1"	"Cancers"	"Colorectal cancer"
"HAUS6"	"Cancers"	"Ovarian cancer"
"HAVCR1"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"HAVCR2"	"Congenital disorders of metabolism"	"Hypertriglyceridemia"
"HAVCR2"	"Immune system diseases"	"Familial hemophagocytic lymphohistiocytosis"
"HAX1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"HBA1"	"Cancers"	"Polycythemia vera"
"HBA1"	"Cardiovascular diseases"	"Hypochromic microcytic anemia"
"HBA1"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"HBA1"	"Cardiovascular diseases"	"Methemoglobinemia"
"HBA1"	"Congenital malformations"	"Congenital clubfoot"
"HBA1"	"Reproductive system diseases"	"Cryptorchidism"
"HBA1"	"Reproductive system diseases"	"Hypospadias"
"HBA2"	"Cardiovascular diseases"	"Hypochromic microcytic anemia"
"HBA2"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"HBA2"	"Congenital malformations"	"Congenital clubfoot"
"HBA2"	"Reproductive system diseases"	"Cryptorchidism"
"HBA2"	"Reproductive system diseases"	"Hypospadias"
"HBB"	"Cancers"	"Hepatocellular carcinoma"
"HBB"	"Cancers"	"Polycythemia vera"
"HBB"	"Cardiovascular diseases"	"High blood pressure"
"HBB"	"Cardiovascular diseases"	"Hypochromic microcytic anemia"
"HBB"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"HBB"	"Cardiovascular diseases"	"Methemoglobinemia"
"HBB"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"HBB"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"HBB"	"Eye disease"	"Cataract"
"HBB"	"Musculoskeletal diseases"	"Osteoporosis"
"HBB-LCR"	"Cardiovascular diseases"	"Hypochromic microcytic anemia"
"HBD"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"HBEGF"	"Cancers"	"Gastric cancer"
"HBEGF"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"HBEGF"	"Reproductive system diseases"	"Endometriosis"
"HBG1"	"Cancers"	"Prostate cancer"
"HBG1"	"Cardiovascular diseases"	"Iron-refractory iron deficiency anemia"
"HBG1"	"Nervous system diseases"	"Parkinson disease"
"HBG2"	"Cancers"	"Prostate cancer"
"HBG2"	"Cardiovascular diseases"	"Methemoglobinemia"
"HCAR2"	"Cancers"	"Squamous cell carcinoma"
"HCAR2"	"Mental and behavioural disorders"	"Schizophrenia"
"HCAR2"	"Skin diseases"	"Psoriasis"
"HCAR3"	"Cancers"	"Squamous cell carcinoma"
"HCAR3"	"Mental and behavioural disorders"	"Bipolar disorder"
"HCAR3"	"Mental and behavioural disorders"	"Schizophrenia"
"HCCS"	"Cardiovascular diseases"	"Atrial septal defect"
"HCCS"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HCCS"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HCCS"	"Cardiovascular diseases"	"Mitral valve prolapse"
"HCCS"	"Cardiovascular diseases"	"Ventricular septal defect"
"HCCS"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HCCS"	"Congenital malformations"	"Microphthalmia"
"HCCS"	"Congenital malformations"	"Nanophthalmos"
"HCCS"	"Eye disease"	"Cataract"
"HCCS"	"Eye disease"	"Retinitis pigmentosa"
"HCCS"	"Reproductive system diseases"	"Hypospadias"
"HCFC1"	"Congenital disorders of metabolism"	"Homocystinuria"
"HCFC1"	"Congenital disorders of metabolism"	"Methylmalonic aciduria"
"HCG9"	"Mental and behavioural disorders"	"Bipolar disorder"
"HCLS1"	"Immune system diseases"	"Rheumatoid arthritis"
"HCN1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HCN1"	"Eye disease"	"Optic atrophy"
"HCN1"	"Mental and behavioural disorders"	"Autism"
"HCN1"	"Nervous system diseases"	"Early infantile epileptic encephalopathy"
"HCN4"	"Cardiovascular diseases"	"Atrial fibrillation"
"HCN4"	"Cardiovascular diseases"	"Brugada syndrome"
"HCN4"	"Cardiovascular diseases"	"Left ventricular noncompaction"
"HCN4"	"Cardiovascular diseases"	"Mitral valve prolapse"
"HCN4"	"Cardiovascular diseases"	"Sick sinus syndrome"
"HCRT"	"Nervous system diseases"	"Insomnia"
"HCRT"	"Nervous system diseases"	"Narcolepsy"
"HCRTR1"	"Mental and behavioural disorders"	"Schizophrenia"
"HCRTR2"	"Nervous system diseases"	"Narcolepsy"
"HDAC1"	"Cancers"	"Squamous cell carcinoma"
"HDAC1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"HDAC1"	"Cardiovascular diseases"	"Primary pulmonary hypertension"
"HDAC1"	"Mental and behavioural disorders"	"Schizophrenia"
"HDAC1"	"Reproductive system diseases"	"Endometriosis"
"HDAC2"	"Cancers"	"Melanoma"
"HDAC2"	"Cancers"	"Squamous cell carcinoma"
"HDAC2"	"Mental and behavioural disorders"	"Schizophrenia"
"HDAC2"	"Reproductive system diseases"	"Endometriosis"
"HDAC3"	"Mental and behavioural disorders"	"Schizophrenia"
"HDAC4"	"Cancers"	"Bladder cancer"
"HDAC4"	"Cancers"	"Breast cancer"
"HDAC4"	"Cancers"	"Nephroblastoma"
"HDAC4"	"Cardiovascular diseases"	"Primary pulmonary hypertension"
"HDAC4"	"Congenital malformations"	"Brachydactyly"
"HDAC4"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HDAC4"	"Congenital malformations"	"Perlman syndrome"
"HDAC4"	"Mental and behavioural disorders"	"Autism"
"HDAC4"	"Mental and behavioural disorders"	"Schizophrenia"
"HDAC4"	"Other congenital disorders"	"Brachydactyly-mental retardation syndrome"
"HDAC5"	"Cardiovascular diseases"	"Primary pulmonary hypertension"
"HDAC5"	"Immune system diseases"	"Systemic sclerosis"
"HDAC5"	"Mental and behavioural disorders"	"Bipolar disorder"
"HDAC5"	"Mental and behavioural disorders"	"Major depressive disorder"
"HDAC5"	"Musculoskeletal diseases"	"Osteoporosis"
"HDAC6"	"Cancers"	"Melanoma"
"HDAC6"	"Cancers"	"Ovarian cancer"
"HDAC6"	"Cancers"	"Prostate cancer"
"HDAC6"	"Congenital malformations"	"Microphthalmia"
"HDAC6"	"Congenital malformations"	"Nanophthalmos"
"HDAC7"	"Cancers"	"Breast cancer"
"HDAC8"	"Cardiovascular diseases"	"Atrial septal defect"
"HDAC8"	"Cardiovascular diseases"	"Ventricular septal defect"
"HDAC8"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HDAC8"	"Congenital malformations"	"Cornelia de Lange syndrome"
"HDAC8"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HDAC8"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HDAC8"	"Eye disease"	"Blepharitis"
"HDAC8"	"Eye disease"	"Cataract"
"HDAC8"	"Eye disease"	"Myopia"
"HDAC8"	"Mental and behavioural disorders"	"Autism"
"HDAC8"	"Reproductive system diseases"	"Cryptorchidism"
"HDAC8"	"Reproductive system diseases"	"Hypospadias"
"HDAC8"	"Urinary system diseases"	"Vesicoureteral reflux"
"HDAC9"	"Mental and behavioural disorders"	"Schizophrenia"
"HDC"	"Cancers"	"Colorectal cancer"
"HDC"	"Mental and behavioural disorders"	"Tourette syndrome"
"HDLBP"	"Cancers"	"Breast cancer"
"HDLBP"	"Mental and behavioural disorders"	"Autism"
"HDLBP"	"Other congenital disorders"	"Brachydactyly-mental retardation syndrome"
"HEATR9"	"Cancers"	"Breast cancer"
"HECTD4"	"Cardiovascular diseases"	"Coronary artery disease"
"HELLPAR"	"Cardiovascular diseases"	"Disseminated intravascular coagulation"
"HELLS"	"Immune system diseases"	"Agammaglobulinemias"
"HELLS"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"HELQ"	"Cancers"	"Breast cancer"
"HEPACAM2"	"Cancers"	"Breast cancer"
"HEPHL1"	"Congenital malformations"	"Syndactyly"
"HERC1"	"Cardiovascular diseases"	"Atrial fibrillation"
"HERC2"	"Cancers"	"Breast cancer"
"HERC2"	"Congenital malformations"	"Syndactyly"
"HERC2"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"HERC2"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HERC2"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"HERC2"	"Endocrine and metabolic diseases"	"Precocious puberty"
"HERC2"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"HERC2"	"Eye disease"	"Myopia"
"HERC2"	"Immune system diseases"	"Ulcerative colitis"
"HERC2"	"Mental and behavioural disorders"	"Autism"
"HERC2"	"Musculoskeletal diseases"	"Osteoporosis"
"HERC2"	"Other congenital disorders"	"Prader-Willi syndrome"
"HERC2"	"Reproductive system diseases"	"Cryptorchidism"
"HERC5"	"Cancers"	"Hepatocellular carcinoma"
"HERC5"	"Reproductive system diseases"	"Endometriosis"
"HERPUD1"	"Cancers"	"Prostate cancer"
"HERPUD2"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"HES1"	"Cancers"	"Breast cancer"
"HES1"	"Cancers"	"Cervical cancer"
"HES1"	"Cancers"	"Meningioma"
"HES1"	"Cancers"	"Non-small cell lung cancer"
"HES1"	"Cardiovascular diseases"	"Lymphangioleiomyomatosis"
"HES7"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"HES7"	"Congenital malformations"	"Spondylocostal dysostosis"
"HES7"	"Reproductive system diseases"	"Cryptorchidism"
"HES7"	"Reproductive system diseases"	"Hypospadias"
"HESX1"	"Congenital malformations"	"Congenital ichthyosis"
"HESX1"	"Congenital malformations"	"Holoprosencephaly"
"HESX1"	"Congenital malformations"	"Optic nerve hypoplasia"
"HESX1"	"Congenital malformations"	"Potter syndrome"
"HESX1"	"Congenital malformations"	"Septo-optic dysplasia"
"HESX1"	"Endocrine and metabolic diseases"	"Growth hormone deficiency"
"HESX1"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HESX1"	"Endocrine and metabolic diseases"	"Isolated growth hormone deficiency"
"HESX1"	"Mental and behavioural disorders"	"Autism"
"HESX1"	"Reproductive system diseases"	"Cryptorchidism"
"HEXA"	"Congenital disorders of metabolism"	"Tay-Sachs disease"
"HEXB"	"Congenital disorders of metabolism"	"Sandhoff disease"
"HEY1"	"Cancers"	"Breast cancer"
"HEY1"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"HEY2"	"Cancers"	"Breast cancer"
"HEY2"	"Cardiovascular diseases"	"Brugada syndrome"
"HEY2"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HEY2"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"HEYL"	"Cancers"	"Breast cancer"
"HFE"	"Cancers"	"Hepatocellular carcinoma"
"HFE"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"HFE"	"Congenital disorders of metabolism"	"Hemochromatosis"
"HFE"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HFE"	"Musculoskeletal diseases"	"Osteoporosis"
"HFE"	"Nervous system diseases"	"Alzheimer disease"
"HFE"	"Nervous system diseases"	"Parkinson disease"
"HFE"	"Nervous system diseases"	"Parkinsonian syndrome"
"HFE"	"Reproductive system diseases"	"Azoospermia"
"HFM1"	"Reproductive system diseases"	"Premature ovarian failure"
"HGD"	"Cardiovascular diseases"	"High blood pressure"
"HGD"	"Cardiovascular diseases"	"Myocardial infarction"
"HGD"	"Congenital disorders of metabolism"	"Alkaptonuria"
"HGF"	"Cancers"	"Hepatocellular carcinoma"
"HGF"	"Cancers"	"Neuroblastoma"
"HGF"	"Cancers"	"Squamous cell carcinoma"
"HGF"	"Digestive system diseases"	"Barrett esophagus"
"HGF"	"Endocrine and metabolic diseases"	"Diabetic neuropathy"
"HGF"	"Nervous system diseases"	"Parkinson disease"
"HGF"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"HGFAC"	"Cancers"	"Hepatocellular carcinoma"
"HGSNAT"	"Congenital disorders of metabolism"	"Mucopolysaccharidosis type III"
"HGSNAT"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"HGSNAT"	"Eye disease"	"Cataract"
"HGSNAT"	"Eye disease"	"Keratoconus"
"HGSNAT"	"Eye disease"	"Optic atrophy"
"HGSNAT"	"Eye disease"	"Retinitis pigmentosa"
"HHAT"	"Mental and behavioural disorders"	"Schizophrenia"
"HHEX"	"Cancers"	"Breast cancer"
"HHIP"	"Cancers"	"Colorectal cancer"
"HHIP"	"Cancers"	"Hepatocellular carcinoma"
"HHIP"	"Reproductive system diseases"	"Hypospadias"
"HHIPL1"	"Cardiovascular diseases"	"Coronary artery disease"
"HIBCH"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"HIBCH"	"Congenital disorders of metabolism"	"Methacrylic aciduria"
"HIBCH"	"Nervous system diseases"	"West syndrome"
"HIBCH"	"Reproductive system diseases"	"Cryptorchidism"
"HIC1"	"Cancers"	"Breast cancer"
"HIC1"	"Cancers"	"Medulloblastoma"
"HIC1"	"Congenital malformations"	"Lissencephaly"
"HIC1"	"Eye disease"	"Age-related macular degeneration"
"HIF1A"	"Cancers"	"Breast cancer"
"HIF1A"	"Cancers"	"Non-small cell lung cancer"
"HIF1A"	"Cancers"	"Pancreatic cancer"
"HIF1A"	"Cancers"	"Prostate cancer"
"HIF1A"	"Cancers"	"Thyroid cancer"
"HIF1A"	"Cardiovascular diseases"	"High blood pressure"
"HIF1A"	"Digestive system diseases"	"Primary biliary cirrhosis"
"HIF1A"	"Digestive system diseases"	"Primary sclerosing cholangitis"
"HIF1A"	"Mental and behavioural disorders"	"Bipolar disorder"
"HIF1A"	"Mental and behavioural disorders"	"Major depressive disorder"
"HIF1A"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"HIF1A"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"HIKESHI"	"Cancers"	"Gastric cancer"
"HIKESHI"	"Cancers"	"Melanoma"
"HIKESHI"	"Eye disease"	"Optic atrophy"
"HINT1"	"Mental and behavioural disorders"	"Bipolar disorder"
"HINT1"	"Mental and behavioural disorders"	"Schizophrenia"
"HINT1"	"Musculoskeletal diseases"	"Isaacs syndrome"
"HINT1"	"Nervous system diseases"	"Charcot-Marie-Tooth disease"
"HIP1R"	"Cardiovascular diseases"	"Atrial fibrillation"
"HIP1R"	"Mental and behavioural disorders"	"Bipolar disorder"
"HIRA"	"Cardiovascular diseases"	"Atrial septal defect"
"HIRA"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"HIRA"	"Cardiovascular diseases"	"Persistent truncus arteriosus"
"HIRA"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"HIRA"	"Cardiovascular diseases"	"Tricuspid atresia"
"HIRA"	"Cardiovascular diseases"	"Ventricular septal defect"
"HIRA"	"Congenital malformations"	"Congenital clubfoot"
"HIRA"	"Congenital malformations"	"Hirschsprung disease"
"HIRA"	"Congenital malformations"	"Microphthalmia"
"HIRA"	"Congenital malformations"	"Nanophthalmos"
"HIRA"	"Congenital malformations"	"Polycystic kidney disease"
"HIRA"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"HIRA"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HIRA"	"Endocrine and metabolic diseases"	"Hyperthyroidism"
"HIRA"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"HIRA"	"Eye disease"	"Cataract"
"HIRA"	"Eye disease"	"Optic atrophy"
"HIRA"	"Immune system diseases"	"Asthma"
"HIRA"	"Immune system diseases"	"DiGeorge syndrome"
"HIRA"	"Mental and behavioural disorders"	"Autism"
"HIRA"	"Mental and behavioural disorders"	"Bipolar disorder"
"HIRA"	"Mental and behavioural disorders"	"Schizophrenia"
"HIRA"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"HIRA"	"Other congenital disorders"	"Velocardiofacial syndrome"
"HIRA"	"Reproductive system diseases"	"Cryptorchidism"
"HIRA"	"Reproductive system diseases"	"Hypospadias"
"HIRA"	"Skin diseases"	"Seborrheic dermatitis"
"HIRA"	"Urinary system diseases"	"Vesicoureteral reflux"
"HIVEP2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HIVEP3"	"Cancers"	"Colorectal cancer"
"HJURP"	"Cancers"	"Hepatocellular carcinoma"
"HJV"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"HJV"	"Congenital disorders of metabolism"	"Hemochromatosis"
"HJV"	"Endocrine and metabolic diseases"	"Hypogonadotropic hypogonadism"
"HJV"	"Musculoskeletal diseases"	"Osteoporosis"
"HJV"	"Reproductive system diseases"	"Azoospermia"
"HK1"	"Congenital disorders of metabolism"	"Hyperbilirubinemia"
"HK1"	"Congenital malformations"	"Congenital clubfoot"
"HK1"	"Mental and behavioural disorders"	"Schizophrenia"
"HK3"	"Cancers"	"Breast cancer"
"HK3"	"Cancers"	"Colorectal cancer"
"HLA-A"	"Cancers"	"Glioma"
"HLA-A"	"Cancers"	"Multiple myeloma"
"HLA-A"	"Eye disease"	"Cataract"
"HLA-A"	"Mental and behavioural disorders"	"Autism"
"HLA-A"	"Mental and behavioural disorders"	"Schizophrenia"
"HLA-A"	"Skin diseases"	"Stevens-Johnson syndrome"
"HLA-B"	"Cancers"	"Glioma"
"HLA-B"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"HLA-B"	"Cardiovascular diseases"	"Moyamoya disease"
"HLA-B"	"Cardiovascular diseases"	"Myocardial infarction"
"HLA-B"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"HLA-B"	"Digestive system diseases"	"Fulminant hepatic failure"
"HLA-B"	"Eye disease"	"Cataract"
"HLA-B"	"Immune system diseases"	"Ankylosing spondylitis"
"HLA-B"	"Immune system diseases"	"Behcet disease"
"HLA-B"	"Immune system diseases"	"Behcet disease"
"HLA-B"	"Immune system diseases"	"Myasthenia gravis"
"HLA-B"	"Mental and behavioural disorders"	"Schizophrenia"
"HLA-B"	"Skin diseases"	"Stevens-Johnson syndrome"
"HLA-C"	"Cancers"	"B-cell acute lymphoblastic leukemia"
"HLA-C"	"Cancers"	"Burkitt lymphoma"
"HLA-C"	"Cancers"	"Glioma"
"HLA-C"	"Mental and behavioural disorders"	"Schizophrenia"
"HLA-C"	"Skin diseases"	"Psoriasis"
"HLA-C"	"Skin diseases"	"Stevens-Johnson syndrome"
"HLA-DPA1"	"Cardiovascular diseases"	"Angina pectoris"
"HLA-DPA1"	"Cardiovascular diseases"	"High blood pressure"
"HLA-DPA1"	"Skin diseases"	"Granulomatosis with polyangiitis"
"HLA-DPB1"	"Cancers"	"Cervical cancer"
"HLA-DPB1"	"Cardiovascular diseases"	"Angina pectoris"
"HLA-DPB1"	"Cardiovascular diseases"	"High blood pressure"
"HLA-DPB1"	"Digestive system diseases"	"Celiac disease"
"HLA-DPB1"	"Immune system diseases"	"Asthma"
"HLA-DPB1"	"Immune system diseases"	"Myasthenia gravis"
"HLA-DPB1"	"Immune system diseases"	"Rheumatoid arthritis"
"HLA-DPB1"	"Nervous system diseases"	"Multiple sclerosis"
"HLA-DPB1"	"Reproductive system diseases"	"Endometriosis"
"HLA-DPB1"	"Skin diseases"	"Granulomatosis with polyangiitis"
"HLA-DPB2"	"Cancers"	"Cervical cancer"
"HLA-DQA1"	"Cancers"	"Oropharyngeal cancer"
"HLA-DQA1"	"Digestive system diseases"	"Celiac disease"
"HLA-DQA1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HLA-DQA1"	"Immune system diseases"	"Asthma"
"HLA-DQA2"	"Immune system diseases"	"Rheumatoid arthritis"
"HLA-DQB1"	"Cancers"	"Oropharyngeal cancer"
"HLA-DQB1"	"Cardiovascular diseases"	"Moyamoya disease"
"HLA-DQB1"	"Digestive system diseases"	"Celiac disease"
"HLA-DQB1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HLA-DQB1"	"Immune system diseases"	"Asthma"
"HLA-DQB1"	"Immune system diseases"	"IgA nephropathy"
"HLA-DQB1"	"Immune system diseases"	"Systemic sclerosis"
"HLA-DQB1"	"Mental and behavioural disorders"	"Schizophrenia"
"HLA-DQB1"	"Nervous system diseases"	"Insomnia"
"HLA-DQB1"	"Nervous system diseases"	"Multiple sclerosis"
"HLA-DQB1"	"Nervous system diseases"	"Narcolepsy"
"HLA-DQB1"	"Skin diseases"	"Pemphigoid"
"HLA-DRA"	"Nervous system diseases"	"Multiple sclerosis"
"HLA-DRA"	"Nervous system diseases"	"Parkinson disease"
"HLA-DRB1"	"Cancers"	"Oropharyngeal cancer"
"HLA-DRB1"	"Cardiovascular diseases"	"Moyamoya disease"
"HLA-DRB1"	"Cardiovascular diseases"	"Pulmonary arterial hypertension"
"HLA-DRB1"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"HLA-DRB1"	"Endocrine and metabolic diseases"	"Hyperthyroidism"
"HLA-DRB1"	"Eye disease"	"Cataract"
"HLA-DRB1"	"Eye disease"	"Optic neuropathy"
"HLA-DRB1"	"Immune system diseases"	"Asthma"
"HLA-DRB1"	"Immune system diseases"	"Crohn disease"
"HLA-DRB1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"HLA-DRB1"	"Immune system diseases"	"Rheumatoid arthritis"
"HLA-DRB1"	"Immune system diseases"	"Ulcerative colitis"
"HLA-DRB1"	"Mental and behavioural disorders"	"Autism"
"HLA-DRB1"	"Mental and behavioural disorders"	"Bipolar disorder"
"HLA-DRB1"	"Mental and behavioural disorders"	"Schizophrenia"
"HLA-DRB1"	"Nervous system diseases"	"Insomnia"
"HLA-DRB1"	"Nervous system diseases"	"Multiple sclerosis"
"HLA-DRB1"	"Nervous system diseases"	"Narcolepsy"
"HLA-DRB1"	"Respiratory diseases"	"Pneumothorax"
"HLA-DRB1"	"Skin diseases"	"Pemphigoid"
"HLA-DRB1"	"Urinary system diseases"	"Nephrotic syndrome"
"HLA-DRB4"	"Mental and behavioural disorders"	"Bipolar disorder"
"HLA-DRB5"	"Nervous system diseases"	"Alzheimer disease"
"HLA-DRB5"	"Nervous system diseases"	"Parkinson disease"
"HLA-E"	"Mental and behavioural disorders"	"Bipolar disorder"
"HLA-E"	"Mental and behavioural disorders"	"Schizophrenia"
"HLA-G"	"Immune system diseases"	"Asthma"
"HLA-G"	"Mental and behavioural disorders"	"Bipolar disorder"
"HLA-J"	"Mental and behavioural disorders"	"Schizophrenia"
"HLCS"	"Cancers"	"Breast cancer"
"HLCS"	"Congenital disorders of metabolism"	"Holocarboxylase synthetase deficiency"
